For Account:,#####6267,,,,,,,
,,,,,,,,
,,,,,,,,
TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description
7/18/2024,Sold Short,OPTN,SPY Jul 26 '24 $564 Call,-4,797.91,2,2.08,SPY Jul 26 '24 $564 Call
7/17/2024,Sold Short,OPTN,SPY Jul 26 '24 $562 Call,-4,997.91,2.5,2.08,SPY Jul 26 '24 $562 Call
7/17/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $564 Call,1,-182.51,1.82,0.51,SPY Jul 26 '24 $564 Call
7/17/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $564 Call,4,-730.05,1.82,2.05,SPY Jul 26 '24 $564 Call
7/17/2024,Sold Short,OPTN,SPY Jul 26 '24 $562 Call,-1,249.48,2.5,0.52,SPY Jul 26 '24 $562 Call
7/17/2024,Sold Short,OPTN,SPY Jul 26 '24 $562 Call,-1,250.48,2.51,0.52,SPY Jul 26 '24 $562 Call
7/17/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $564 Call,1,-183.51,1.83,0.51,SPY Jul 26 '24 $564 Call
7/17/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $570 Call,6,-471.07,0.78,3.07,SPY Jul 26 '24 $570 Call
7/17/2024,Sold Short,OPTN,SPY Jul 26 '24 $564 Call,-6,1412.87,2.36,3.11,SPY Jul 26 '24 $564 Call
7/16/2024,Sold To Close,OPTN,SPY Sep 19 '25 $515 Call,-6,52693.44,87.83,4.54,SPY Sep 19 '25 $515 Call
7/16/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $568 Call,6,-1545.07,2.57,3.07,SPY Jul 26 '24 $568 Call
7/16/2024,Sold Short,OPTN,SPY Jul 26 '24 $570 Call,-6,1100.87,1.84,3.11,SPY Jul 26 '24 $570 Call
7/16/2024,Bought To Open,OPTN,SPY Sep 19 '25 $530 Call,6,-46401.07,77.33,3.07,SPY Sep 19 '25 $530 Call
7/16/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $566 Call,1,-301.51,3.01,0.51,SPY Jul 26 '24 $566 Call
7/16/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $566 Call,4,-1206.05,3.01,2.05,SPY Jul 26 '24 $566 Call
7/16/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $566 Call,1,-300.51,3,0.51,SPY Jul 26 '24 $566 Call
7/16/2024,Sold Short,OPTN,SPY Jul 26 '24 $568 Call,-1,218.48,2.19,0.52,SPY Jul 26 '24 $568 Call
7/16/2024,Sold Short,OPTN,SPY Jul 26 '24 $568 Call,-1,217.48,2.18,0.52,SPY Jul 26 '24 $568 Call
7/16/2024,Sold Short,OPTN,SPY Jul 26 '24 $568 Call,-4,873.91,2.19,2.08,SPY Jul 26 '24 $568 Call
7/15/2024,Sold Short,OPTN,SPY Jul 26 '24 $566 Call,-6,1754.86,2.93,3.12,SPY Jul 26 '24 $566 Call
7/15/2024,Bought To Cover,OPTN,SPY Jul 26 '24 $570 Call,6,-945.07,1.57,3.07,SPY Jul 26 '24 $570 Call
7/15/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $564 Call,1,-332.51,3.32,0.51,SPY Jul 19 '24 $564 Call
7/15/2024,Sold Short,OPTN,SPY Jul 26 '24 $570 Call,-1,216.48,2.17,0.52,SPY Jul 26 '24 $570 Call
7/15/2024,Sold Short,OPTN,SPY Jul 26 '24 $570 Call,-5,1082.39,2.17,2.6,SPY Jul 26 '24 $570 Call
7/15/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $564 Call,5,-1662.56,3.32,2.56,SPY Jul 19 '24 $564 Call
7/12/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $560 Call,6,-1839.07,3.06,3.07,SPY Jul 19 '24 $560 Call
7/12/2024,Sold Short,OPTN,SPY Jul 19 '24 $564 Call,-6,806.88,1.35,3.1,SPY Jul 19 '24 $564 Call
7/11/2024,Sold Short,OPTN,SPY Jul 19 '24 $560 Call,-6,1316.87,2.2,3.11,SPY Jul 19 '24 $560 Call
7/11/2024,Bought To Cover,OPTN,SPY Jul 22 '24 $559 Call,6,-1767.07,2.94,3.07,SPY Jul 22 '24 $559 Call
7/11/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $564 Call,6,-663.07,1.1,3.07,SPY Jul 19 '24 $564 Call
7/11/2024,Sold Short,OPTN,SPY Jul 22 '24 $559 Call,-6,1892.85,3.16,3.13,SPY Jul 22 '24 $559 Call
7/11/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $567 Call,6,-567.07,0.94,3.07,SPY Jul 19 '24 $567 Call
7/11/2024,Sold Short,OPTN,SPY Jul 19 '24 $564 Call,-6,1058.88,1.77,3.1,SPY Jul 19 '24 $564 Call
7/10/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $565 Call,6,-1347.07,2.24,3.07,SPY Jul 19 '24 $565 Call
7/10/2024,Sold Short,OPTN,SPY Jul 19 '24 $567 Call,-6,902.88,1.51,3.1,SPY Jul 19 '24 $567 Call
7/10/2024,Sold Short,OPTN,SPY Jul 19 '24 $565 Call,-6,866.88,1.45,3.1,SPY Jul 19 '24 $565 Call
7/10/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $562 Call,6,-1527.07,2.54,3.07,SPY Jul 19 '24 $562 Call
7/10/2024,Bought To Open,OPTN,SPY Sep 19 '25 $515 Call,1,-8326.51,83.26,0.51,SPY Sep 19 '25 $515 Call
7/10/2024,Sold Short,OPTN,SPY Jul 19 '24 $562 Call,-1,175.48,1.76,0.52,SPY Jul 19 '24 $562 Call
7/10/2024,Sold Short,OPTN,SPY Jul 19 '24 $562 Call,-5,832.4,1.67,2.59,SPY Jul 19 '24 $562 Call
7/10/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $560 Call,5,-1237.56,2.47,2.56,SPY Jul 19 '24 $560 Call
7/9/2024,Sold Short,OPTN,SPY Jul 19 '24 $560 Call,-5,1022.4,2.05,2.59,SPY Jul 19 '24 $560 Call
7/9/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $562 Call,5,-702.56,1.4,2.56,SPY Jul 19 '24 $562 Call
7/9/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $560 Call,5,-1212.56,2.42,2.56,SPY Jul 19 '24 $560 Call
7/9/2024,Sold Short,OPTN,SPY Jul 19 '24 $562 Call,-5,832.4,1.67,2.59,SPY Jul 19 '24 $562 Call
7/5/2024,Sold To Close,OPTN,SPY Jun 20 '25 $500 Call,-5,42521.24,85.05,3.75,SPY Jun 20 '25 $500 Call
7/5/2024,Sold Short,OPTN,SPY Jul 19 '24 $557 Call,-5,1397.39,2.8,2.6,SPY Jul 19 '24 $557 Call
7/5/2024,Bought To Cover,OPTN,SPY Jul 19 '24 $557 Call,5,-1387.56,2.77,2.56,SPY Jul 19 '24 $557 Call
7/5/2024,Sold Short,OPTN,SPY Jul 19 '24 $560 Call,-5,832.4,1.67,2.59,SPY Jul 19 '24 $560 Call
7/5/2024,Bought To Cover,OPTN,SPY Jul 15 '24 $555 Call,5,-1362.56,2.72,2.56,SPY Jul 15 '24 $555 Call
7/5/2024,Bought To Open,OPTN,SPY Sep 19 '25 $515 Call,5,-40152.56,80.3,2.56,SPY Sep 19 '25 $515 Call
7/5/2024,Sold Short,OPTN,SPY Jul 15 '24 $555 Call,-5,1037.4,2.08,2.59,SPY Jul 15 '24 $555 Call
7/5/2024,Bought To Cover,OPTN,SPY Jul 12 '24 $552.50 Call,5,-1487.56,2.97,2.56,SPY Jul 12 '24 $552.50 Call
7/2/2024,Bought To Cover,OPTN,SPY Jul 12 '24 $548 Call,5,-1922.56,3.84,2.56,SPY Jul 12 '24 $548 Call
7/2/2024,Sold Short,OPTN,SPY Jul 12 '24 $552.50 Call,-5,857.4,1.72,2.59,SPY Jul 12 '24 $552.50 Call
7/1/2024,Sold Short,OPTN,SPY Jul 12 '24 $548 Call,-5,1452.38,2.91,2.61,SPY Jul 12 '24 $548 Call
7/1/2024,Sold Short,OPTN,SPY Jul 12 '24 $547 Call,-5,1687.38,3.38,2.61,SPY Jul 12 '24 $547 Call
7/1/2024,Bought To Cover,OPTN,SPY Jul 12 '24 $550 Call,5,-1067.56,2.13,2.56,SPY Jul 12 '24 $550 Call
7/1/2024,Bought To Cover,OPTN,SPY Jul 12 '24 $547 Call,5,-1692.56,3.38,2.56,SPY Jul 12 '24 $547 Call
6/28/2024,Interest,MMF,CBP,-0.13,0.13,0,0,CASH BALANCE PROGRAM (Period 06/01-06/30)
6/28/2024,Sold Short,OPTN,SPY Jul 12 '24 $550 Call,-5,1542.38,3.09,2.61,SPY Jul 12 '24 $550 Call
6/28/2024,Bought To Cover,OPTN,SPY Jul 08 '24 $555 Call,5,-247.56,0.49,2.56,SPY Jul 08 '24 $555 Call
6/28/2024,Sold Short,OPTN,SPY Jul 08 '24 $555 Call,-5,582.41,1.17,2.58,SPY Jul 08 '24 $555 Call
6/28/2024,Bought To Cover,OPTN,SPY Jul 05 '24 $550 Call,5,-1462.56,2.92,2.56,SPY Jul 05 '24 $550 Call
6/27/2024,Sold Short,OPTN,SPY Jul 05 '24 $550 Call,-5,857.4,1.72,2.59,SPY Jul 05 '24 $550 Call
6/27/2024,Bought To Cover,OPTN,SPY Jul 08 '24 $547 Call,5,-1702.56,3.4,2.56,SPY Jul 08 '24 $547 Call
6/25/2024,Bought To Cover,OPTN,SPY Jul 05 '24 $550 Call,5,-842.56,1.68,2.56,SPY Jul 05 '24 $550 Call
6/25/2024,Sold Short,OPTN,SPY Jul 08 '24 $547 Call,-5,1552.38,3.11,2.61,SPY Jul 08 '24 $547 Call
6/24/2024,Sold Short,OPTN,SPY Jul 05 '24 $550 Call,-5,1277.39,2.56,2.6,SPY Jul 05 '24 $550 Call
6/24/2024,Bought To Cover,OPTN,SPY Jul 05 '24 $548 Call,5,-1747.56,3.49,2.56,SPY Jul 05 '24 $548 Call
6/21/2024,Sold Short,OPTN,SPY Jul 05 '24 $548 Call,-5,1697.38,3.4,2.61,SPY Jul 05 '24 $548 Call
6/21/2024,Bought To Cover,OPTN,SPY Jul 05 '24 $550 Call,5,-1277.56,2.55,2.56,SPY Jul 05 '24 $550 Call
6/20/2024,Sold Short,OPTN,SPY Jul 05 '24 $550 Call,-4,1233.9,3.09,2.09,SPY Jul 05 '24 $550 Call
6/20/2024,Bought To Cover,OPTN,SPY Jul 05 '24 $553 Call,4,-738.05,1.84,2.05,SPY Jul 05 '24 $553 Call
6/20/2024,Sold Short,OPTN,SPY Jul 05 '24 $550 Call,-1,288.48,2.89,0.52,SPY Jul 05 '24 $550 Call
6/20/2024,Bought To Cover,OPTN,SPY Jul 05 '24 $553 Call,1,-185.51,1.85,0.51,SPY Jul 05 '24 $553 Call
6/18/2024,Sold Short,OPTN,SPY Jul 05 '24 $553 Call,-5,1177.39,2.36,2.6,SPY Jul 05 '24 $553 Call
6/18/2024,Sold Short,OPTN,SPY Jul 05 '24 $555 Call,-5,832.4,1.67,2.59,SPY Jul 05 '24 $555 Call
6/18/2024,Bought To Cover,OPTN,SPY Jul 05 '24 $555 Call,5,-862.56,1.72,2.56,SPY Jul 05 '24 $555 Call
6/18/2024,Bought To Cover,OPTN,SPY Jun 28 '24 $552 Call,5,-742.56,1.48,2.56,SPY Jun 28 '24 $552 Call
6/17/2024,Sold Short,OPTN,SPY Jun 28 '24 $552 Call,-5,847.4,1.7,2.59,SPY Jun 28 '24 $552 Call
6/17/2024,Bought To Cover,OPTN,SPY Jun 21 '24 $545 Call,5,-1997.56,3.99,2.56,SPY Jun 21 '24 $545 Call
6/14/2024,Sold Short,OPTN,SPY Jun 21 '24 $545 Call,-5,582.41,1.17,2.58,SPY Jun 21 '24 $545 Call
6/14/2024,Bought To Cover,OPTN,SPY Jun 21 '24 $544 Call,5,-787.56,1.57,2.56,SPY Jun 21 '24 $544 Call
6/14/2024,Bought To Cover,OPTN,SPY Jun 20 '24 $546 Call,5,-287.56,0.57,2.56,SPY Jun 20 '24 $546 Call
6/14/2024,Sold Short,OPTN,SPY Jun 21 '24 $544 Call,-5,592.41,1.19,2.58,SPY Jun 21 '24 $544 Call
6/13/2024,Bought To Cover,OPTN,SPY Jun 21 '24 $550 Call,5,-242.56,0.48,2.56,SPY Jun 21 '24 $550 Call
6/13/2024,Sold Short,OPTN,SPY Jun 20 '24 $546 Call,-5,657.41,1.32,2.58,SPY Jun 20 '24 $546 Call
6/12/2024,Sold To Close,OPTN,SPY Jun 20 '25 $485 Call,-5,44531.19,89.07,3.8,SPY Jun 20 '25 $485 Call
6/12/2024,Bought To Cover,OPTN,SPY Jun 21 '24 $548 Call,5,-942.56,1.88,2.56,SPY Jun 21 '24 $548 Call
6/12/2024,Bought To Open,OPTN,SPY Jun 20 '25 $500 Call,5,-38637.56,77.27,2.56,SPY Jun 20 '25 $500 Call
6/12/2024,Sold Short,OPTN,SPY Jun 21 '24 $550 Call,-5,612.41,1.23,2.58,SPY Jun 21 '24 $550 Call
6/12/2024,Sold Short,OPTN,SPY Jun 21 '24 $548 Call,-5,922.4,1.85,2.59,SPY Jun 21 '24 $548 Call
6/12/2024,Bought To Cover,OPTN,SPY Jun 21 '24 $540 Call,5,-3162.56,6.32,2.56,SPY Jun 21 '24 $540 Call
6/10/2024,Sold Short,OPTN,SPY Jun 21 '24 $540 Call,-5,1187.39,2.38,2.6,SPY Jun 21 '24 $540 Call
6/10/2024,Bought To Cover,OPTN,SPY Jun 21 '24 $536 Call,5,-2152.56,4.3,2.56,SPY Jun 21 '24 $536 Call
6/10/2024,Sold Short,OPTN,SPY Jun 21 '24 $536 Call,-4,1237.9,3.1,2.09,SPY Jun 21 '24 $536 Call
6/10/2024,Sold Short,OPTN,SPY Jun 21 '24 $536 Call,-1,310.48,3.11,0.52,SPY Jun 21 '24 $536 Call
6/10/2024,Bought To Cover,OPTN,SPY Jun 14 '24 $540 Call,4,-426.05,1.06,2.05,SPY Jun 14 '24 $540 Call
6/10/2024,Bought To Cover,OPTN,SPY Jun 14 '24 $540 Call,1,-106.51,1.06,0.51,SPY Jun 14 '24 $540 Call
6/7/2024,Sold Short,OPTN,SPY Jun 14 '24 $540 Call,-5,1142.39,2.29,2.6,SPY Jun 14 '24 $540 Call
6/7/2024,Bought To Cover,OPTN,SPY Jun 14 '24 $537 Call,5,-1842.56,3.68,2.56,SPY Jun 14 '24 $537 Call
6/6/2024,Sold Short,OPTN,SPY Jun 14 '24 $537 Call,-5,1547.38,3.1,2.61,SPY Jun 14 '24 $537 Call
6/6/2024,Bought To Cover,OPTN,SPY Jun 14 '24 $540 Call,5,-967.56,1.93,2.56,SPY Jun 14 '24 $540 Call
6/6/2024,Bought To Cover,OPTN,SPY Jun 14 '24 $537 Call,5,-1807.56,3.61,2.56,SPY Jun 14 '24 $537 Call
6/6/2024,Sold Short,OPTN,SPY Jun 14 '24 $540 Call,-5,1137.39,2.28,2.6,SPY Jun 14 '24 $540 Call
6/5/2024,Sold Short,OPTN,SPY Jun 14 '24 $537 Call,-5,1397.39,2.8,2.6,SPY Jun 14 '24 $537 Call
6/5/2024,Bought To Cover,OPTN,SPY Jun 14 '24 $530 Call,5,-3322.56,6.64,2.56,SPY Jun 14 '24 $530 Call
6/4/2024,Sold Short,OPTN,SPY Jun 14 '24 $530 Call,-5,2012.37,4.03,2.62,SPY Jun 14 '24 $530 Call
6/4/2024,Bought To Cover,OPTN,SPY Jun 17 '24 $527 Call,5,-2962.56,5.92,2.56,SPY Jun 17 '24 $527 Call
6/3/2024,Transfer, , ,0,-1000,0,0,ACH WITHDRAWL  REFID:108834524906;
6/3/2024,Transfer, , ,0,-1500,0,0,ACH WITHDRAWL  REFID:108786350906;
6/3/2024,Sold Short,OPTN,SPY Jun 17 '24 $527 Call,-5,2157.36,4.32,2.63,SPY Jun 17 '24 $527 Call
6/3/2024,Bought To Cover,OPTN,SPY Jun 14 '24 $530 Call,5,-1402.56,2.8,2.56,SPY Jun 14 '24 $530 Call
6/3/2024,Sold To Close,OPTN,SPY Jun 20 '25 $485 Call,-2,15198.54,76,1.45,SPY Jun 20 '25 $485 Call
6/3/2024,Bought To Cover,OPTN,SPY Jun 14 '24 $530 Call,2,-883.02,4.41,1.02,SPY Jun 14 '24 $530 Call
6/3/2024,Sold Short,OPTN,SPY Jun 14 '24 $530 Call,-7,3006.31,4.3,3.67,SPY Jun 14 '24 $530 Call
6/3/2024,Bought To Cover,OPTN,SPY Jun 10 '24 $521 Call,7,-6093.58,8.7,3.58,SPY Jun 10 '24 $521 Call
5/31/2024,Transfer, , ,0,-3000,0,0,ACH WITHDRAWL  REFID:108599297906;
5/31/2024,Interest,MMF,CBP,-0.08,0.08,0,0,CASH BALANCE PROGRAM (Period 05/01-05/31)
5/31/2024,Sold Short,OPTN,SPY Jun 10 '24 $521 Call,-7,2621.32,3.75,3.66,SPY Jun 10 '24 $521 Call
5/31/2024,Bought To Cover,OPTN,SPY Jun 07 '24 $525 Call,7,-1158.58,1.65,3.58,SPY Jun 07 '24 $525 Call
5/30/2024,Bought To Cover,OPTN,SPY Jun 07 '24 $529 Call,7,-1165.58,1.66,3.58,SPY Jun 07 '24 $529 Call
5/30/2024,Sold Short,OPTN,SPY Jun 07 '24 $525 Call,-7,2390.33,3.42,3.65,SPY Jun 07 '24 $525 Call
5/29/2024,Bought To Cover,OPTN,SPY Jun 07 '24 $528 Call,7,-2579.58,3.68,3.58,SPY Jun 07 '24 $528 Call
5/29/2024,Sold Short,OPTN,SPY Jun 07 '24 $529 Call,-7,2194.33,3.14,3.65,SPY Jun 07 '24 $529 Call
5/29/2024,Bought To Cover,OPTN,SPY May 31 '24 $532 Call,7,-234.58,0.33,3.58,SPY May 31 '24 $532 Call
5/29/2024,Sold Short,OPTN,SPY Jun 07 '24 $528 Call,-7,2355.33,3.37,3.65,SPY Jun 07 '24 $528 Call
5/24/2024,Bought To Cover,OPTN,SPY May 31 '24 $531 Call,7,-1298.58,1.85,3.58,SPY May 31 '24 $531 Call
5/24/2024,Sold Short,OPTN,SPY May 31 '24 $532 Call,-7,969.37,1.39,3.61,SPY May 31 '24 $532 Call
5/24/2024,Bought To Cover,OPTN,SPY May 31 '24 $534 Call,7,-409.58,0.58,3.58,SPY May 31 '24 $534 Call
5/24/2024,Sold Short,OPTN,SPY May 31 '24 $531 Call,-7,1018.37,1.46,3.61,SPY May 31 '24 $531 Call
5/23/2024,Bought To Cover,OPTN,SPY May 31 '24 $536 Call,7,-668.58,0.95,3.58,SPY May 31 '24 $536 Call
5/23/2024,Sold Short,OPTN,SPY May 31 '24 $534 Call,-7,1088.36,1.56,3.62,SPY May 31 '24 $534 Call
5/23/2024,Sold Short,OPTN,SPY May 31 '24 $536 Call,-7,913.37,1.31,3.61,SPY May 31 '24 $536 Call
5/23/2024,Bought To Cover,OPTN,SPY May 31 '24 $538 Call,7,-542.58,0.77,3.58,SPY May 31 '24 $538 Call
5/23/2024,Sold Short,OPTN,SPY May 31 '24 $538 Call,-7,521.38,0.75,3.6,SPY May 31 '24 $538 Call
5/23/2024,Bought To Cover,OPTN,SPY May 31 '24 $532 Call,7,-2138.58,3.05,3.58,SPY May 31 '24 $532 Call
5/22/2024,Sold Short,OPTN,SPY May 31 '24 $532 Call,-7,1739.35,2.49,3.63,SPY May 31 '24 $532 Call
5/22/2024,Bought To Cover,OPTN,SPY May 31 '24 $534 Call,7,-1214.58,1.73,3.58,SPY May 31 '24 $534 Call
5/22/2024,Bought To Cover,OPTN,SPY May 31 '24 $536 Call,7,-1039.58,1.48,3.58,SPY May 31 '24 $536 Call
5/22/2024,Sold Short,OPTN,SPY May 31 '24 $534 Call,-7,1543.35,2.21,3.63,SPY May 31 '24 $534 Call
5/21/2024,Bought To Cover,OPTN,SPY May 31 '24 $534 Call,7,-1648.58,2.35,3.58,SPY May 31 '24 $534 Call
5/21/2024,Sold Short,OPTN,SPY May 31 '24 $536 Call,-7,1088.36,1.56,3.62,SPY May 31 '24 $536 Call
5/21/2024,Bought To Cover,OPTN,SPY May 31 '24 $536 Call,7,-871.58,1.24,3.58,SPY May 31 '24 $536 Call
5/21/2024,Sold Short,OPTN,SPY May 31 '24 $534 Call,-7,1298.36,1.86,3.62,SPY May 31 '24 $534 Call
5/20/2024,Bought To Cover,OPTN,SPY May 24 '24 $533 Call,7,-1417.58,2.02,3.58,SPY May 24 '24 $533 Call
5/20/2024,Sold Short,OPTN,SPY May 31 '24 $536 Call,-7,1270.38,1.82,3.6,SPY May 31 '24 $536 Call
5/17/2024,Bought To Cover,OPTN,SPY May 24 '24 $535 Call,7,-549.58,0.78,3.58,SPY May 24 '24 $535 Call
5/17/2024,Sold Short,OPTN,SPY May 24 '24 $533 Call,-7,913.39,1.31,3.59,SPY May 24 '24 $533 Call
5/16/2024,Bought To Cover,OPTN,SPY May 24 '24 $533 Call,7,-1683.58,2.4,3.58,SPY May 24 '24 $533 Call
5/16/2024,Sold Short,OPTN,SPY May 24 '24 $535 Call,-7,1130.39,1.62,3.59,SPY May 24 '24 $535 Call
5/16/2024,Sold To Close,OPTN,SPY Mar 21 '25 $475 Call,-7,56114.95,80.17,4.03,SPY Mar 21 '25 $475 Call
5/16/2024,Bought To Open,OPTN,SPY Jun 20 '25 $485 Call,7,-55422.58,79.17,3.58,SPY Jun 20 '25 $485 Call
5/15/2024,Sold Short,OPTN,SPY May 24 '24 $533 Call,-7,1242.39,1.78,3.59,SPY May 24 '24 $533 Call
5/15/2024,Bought To Cover,OPTN,SPY May 28 '24 $530 Call,7,-2271.58,3.24,3.58,SPY May 28 '24 $530 Call
5/15/2024,Bought To Cover,OPTN,SPY May 24 '24 $528 Call,1,-297.51,2.97,0.51,SPY May 24 '24 $528 Call
5/15/2024,Sold Short,OPTN,SPY May 28 '24 $530 Call,-7,1648.38,2.36,3.6,SPY May 28 '24 $530 Call
5/14/2024,Bought To Cover,OPTN,SPY May 28 '24 $525 Call,2,-869.02,4.34,1.02,SPY May 28 '24 $525 Call
5/14/2024,Sold Short,OPTN,SPY May 24 '24 $528 Call,-1,264.48,2.65,0.52,SPY May 24 '24 $528 Call
5/14/2024,Bought To Cover,OPTN,SPY May 28 '24 $525 Call,5,-2177.56,4.35,2.56,SPY May 28 '24 $525 Call
5/14/2024,Sold Short,OPTN,SPY May 28 '24 $525 Call,-7,2628.37,3.76,3.61,SPY May 28 '24 $525 Call
5/14/2024,Bought To Cover,OPTN,SPY May 24 '24 $524 Call,7,-2810.58,4.01,3.58,SPY May 24 '24 $524 Call
5/13/2024,Bought To Cover,OPTN,SPY May 17 '24 $523 Call,7,-1669.58,2.38,3.58,SPY May 17 '24 $523 Call
5/13/2024,Sold Short,OPTN,SPY May 24 '24 $524 Call,-7,2411.38,3.45,3.6,SPY May 24 '24 $524 Call
5/10/2024,Sold Short,OPTN,SPY May 17 '24 $523 Call,-7,1634.38,2.34,3.6,SPY May 17 '24 $523 Call
5/10/2024,Bought To Cover,OPTN,SPY May 17 '24 $524 Call,7,-1361.58,1.94,3.58,SPY May 17 '24 $524 Call
5/10/2024,Bought To Cover,OPTN,SPY May 17 '24 $525 Call,7,-1039.58,1.48,3.58,SPY May 17 '24 $525 Call
5/10/2024,Sold Short,OPTN,SPY May 17 '24 $524 Call,-7,1270.38,1.82,3.6,SPY May 17 '24 $524 Call
5/9/2024,Bought To Cover,OPTN,SPY May 17 '24 $520 Call,7,-2663.58,3.8,3.58,SPY May 17 '24 $520 Call
5/9/2024,Sold Short,OPTN,SPY May 17 '24 $525 Call,-7,1116.39,1.6,3.59,SPY May 17 '24 $525 Call
5/8/2024,Bought To Cover,OPTN,SPY May 17 '24 $524 Call,7,-857.58,1.22,3.58,SPY May 17 '24 $524 Call
5/8/2024,Sold Short,OPTN,SPY May 17 '24 $520 Call,-7,1732.38,2.48,3.6,SPY May 17 '24 $520 Call
5/7/2024,Bought To Cover,OPTN,SPY May 17 '24 $523 Call,7,-1697.58,2.42,3.58,SPY May 17 '24 $523 Call
5/7/2024,Sold Short,OPTN,SPY May 17 '24 $524 Call,-7,1438.38,2.06,3.6,SPY May 17 '24 $524 Call
5/7/2024,Bought To Cover,OPTN,SPY May 17 '24 $520 Call,7,-2481.58,3.54,3.58,SPY May 17 '24 $520 Call
5/7/2024,Sold Short,OPTN,SPY May 17 '24 $523 Call,-7,1592.38,2.28,3.6,SPY May 17 '24 $523 Call
5/6/2024,Transfer, , ,0,-4000,0,0,ACH WITHDRAWL  REFID:106761734906;
5/6/2024,Sold Short,OPTN,SPY May 17 '24 $518 Call,-7,2264.38,3.24,3.6,SPY May 17 '24 $518 Call
5/6/2024,Bought To Cover,OPTN,SPY May 17 '24 $518 Call,7,-2257.58,3.22,3.58,SPY May 17 '24 $518 Call
5/6/2024,Sold Short,OPTN,SPY May 17 '24 $520 Call,-7,1690.38,2.42,3.6,SPY May 17 '24 $520 Call
5/6/2024,Bought To Cover,OPTN,SPY May 14 '24 $514 Call,7,-2726.58,3.89,3.58,SPY May 14 '24 $514 Call
5/3/2024,Bought To Cover,OPTN,SPY May 10 '24 $512 Call,7,-2082.58,2.97,3.58,SPY May 10 '24 $512 Call
5/3/2024,Sold Short,OPTN,SPY May 14 '24 $514 Call,-7,1935.38,2.77,3.6,SPY May 14 '24 $514 Call
5/2/2024,Sold Short,OPTN,SPY May 10 '24 $512 Call,-7,1235.39,1.77,3.59,SPY May 10 '24 $512 Call
5/2/2024,Bought To Cover,OPTN,SPY May 10 '24 $514 Call,7,-864.58,1.23,3.58,SPY May 10 '24 $514 Call
5/2/2024,Bought To Cover,OPTN,SPY May 10 '24 $505 Call,7,-3377.58,4.82,3.58,SPY May 10 '24 $505 Call
5/2/2024,Sold Short,OPTN,SPY May 10 '24 $514 Call,-7,857.39,1.23,3.59,SPY May 10 '24 $514 Call
5/1/2024,Bought To Cover,OPTN,SPY May 10 '24 $502 Call,7,-3342.58,4.77,3.58,SPY May 10 '24 $502 Call
5/1/2024,Sold Short,OPTN,SPY May 10 '24 $505 Call,-7,2369.38,3.39,3.6,SPY May 10 '24 $505 Call
5/1/2024,Sold Short,OPTN,SPY May 10 '24 $502 Call,-2,948.96,4.75,1.03,SPY May 10 '24 $502 Call
5/1/2024,Bought To Cover,OPTN,SPY May 10 '24 $513 Call,5,-537.56,1.07,2.56,SPY May 10 '24 $513 Call
5/1/2024,Sold Short,OPTN,SPY May 10 '24 $502 Call,-5,2367.41,4.74,2.58,SPY May 10 '24 $502 Call
5/1/2024,Bought To Cover,OPTN,SPY May 10 '24 $513 Call,2,-215.02,1.07,1.02,SPY May 10 '24 $513 Call
4/30/2024,Interest,MMF,CBP,-0.14,0.14,0,0,CASH BALANCE PROGRAM (Period 04/01-04/30)
4/30/2024,Sold Short,OPTN,SPY May 10 '24 $512.50 Call,-7,2313.38,3.31,3.6,SPY May 10 '24 $512.50 Call
4/30/2024,Bought To Cover,OPTN,SPY May 10 '24 $512.50 Call,7,-2208.58,3.15,3.58,SPY May 10 '24 $512.50 Call
4/30/2024,Sold Short,OPTN,SPY May 10 '24 $513 Call,-7,2047.38,2.93,3.6,SPY May 10 '24 $513 Call
4/30/2024,Bought To Cover,OPTN,SPY May 03 '24 $515 Call,7,-808.58,1.15,3.58,SPY May 03 '24 $515 Call
4/26/2024,Bought To Cover,OPTN,SPY May 03 '24 $510 Call,6,-2559.07,4.26,3.07,SPY May 03 '24 $510 Call
4/26/2024,Bought To Cover,OPTN,SPY May 03 '24 $512 Call,7,-2257.58,3.22,3.58,SPY May 03 '24 $512 Call
4/26/2024,Sold Short,OPTN,SPY May 03 '24 $512 Call,-6,1934.89,3.23,3.09,SPY May 03 '24 $512 Call
